,grid3,positionorder3,points3,fastestlap3,fastestlapspeed3,qposition3,meanlaptime3,fastlaptime3,grid1,positionorder1,points1,fastestlap1,fastestlapspeed1,qposition1,meanlaptime1,fastlaptime1,grid2,positionorder2,points2,fastestlap2,fastestlapspeed2,qposition2,meanlaptime2,fastlaptime2,championship_points
311,10,6,8,34,192.737,11,107310.75,101815,6,5,10,39,206.861,6,114992,92288,7,8,4,31,199.704,7,100326.51785714287,97560,
312,22,7,6,32,194.945,22,107359.30357142855,100662,1,2,18,48,210.608,1,114098.68421052633,90646,1,3,15,43,205.785,1,99032.35087719296,94677,68
313,9,8,4,41,195.456,9,107377.83928571428,100399,5,10,1,44,208.606,5,115305.22807017545,91516,10,6,8,49,204.004,10,99923.24561403508,95504,39
314,8,9,2,35,193.364,8,107464.60714285713,101485,7,9,2,23,208.253,7,115285,91671,11,18,0,22,197.983,11,104221.06896551725,98408,0
315,5,10,1,23,193.225,5,107501.48214285713,101558,16,8,4,51,205.886,11,115275.75438596492,92725,6,9,2,37,200.698,6,100450.64285714287,97077,62
316,7,11,0,30,192.679,7,107645.96428571428,101846,9,13,0,39,205.764,9,115566.0350877193,92780,18,16,0,39,202.808,18,101165.57142857145,96067,5
317,11,12,0,36,191.962,12,107699,102226,11,21,0,14,206.268,12,96207.75,92553,,,,,,,,,
318,12,13,0,46,195.652,13,107783.58928571428,100298,12,14,0,33,208.223,13,116021.75,91684,14,20,0,3,195.954,14,100905.83333333331,99427,
319,18,14,0,45,195.516,18,107973.4,100368,20,20,0,4,205.281,20,96172,92998,13,19,0,2,196.124,13,105927.22222222225,99341,
320,13,15,0,48,196.581,10,107997.65454545453,99824,10,7,6,49,205.646,10,115259.01754385965,92833,8,15,0,53,204.681,8,101132.92857142855,95188,6
321,15,16,0,41,190.024,15,108189.41818181818,103269,15,17,0,15,203.327,16,127522.02631578947,93892,17,12,0,32,198.802,17,100960.30357142855,98003,
322,17,17,0,22,191.803,17,108366.85454545454,102311,14,12,0,45,206.494,15,115459.1403508772,92452,22,11,0,40,201.418,19,100821.14285714287,96730,8
323,21,18,0,48,193.356,21,108454.09090909091,101489,21,16,0,34,206.001,22,117592.03571428572,92673,16,13,0,43,204.123,16,101005.67857142855,95448,
324,14,19,0,47,196.387,14,108483.74545454542,99923,19,6,8,48,205.582,19,115221.8596491228,92862,9,5,10,42,202.749,9,99877.1052631579,96095,0
325,16,20,0,42,195.1,16,108902.94545454544,100582,17,15,0,48,205.917,17,116172.89285714286,92711,21,14,0,49,204.312,22,101113.66071428572,95360,
326,20,21,0,42,192.371,20,109003.6909090909,102009,22,19,0,15,203.424,21,99412.23529411764,93847,20,17,0,47,201.512,21,101504.01785714287,96685,
327,19,22,0,26,191.951,19,109043.07272727274,102232,13,11,0,14,205.376,14,115420.42105263154,92955,19,22,0,,,20,,,
328,3,1,25,36,207.652,3,98831.12280701754,93826,2,1,25,53,220.351,2,88625.82456140351,86638,2,2,18,40,205.648,2,104685.85714285713,95423,317
329,2,2,18,46,209.952,2,98947.9649122807,92798,1,2,18,44,219.351,1,88800.82456140351,87033,1,1,25,44,205.745,1,104574.25,95378,363
330,1,3,15,33,207.076,1,99188.9649122807,94087,3,3,15,56,220.465,3,88823.19298245614,86593,3,6,8,41,204.734,3,105445.82142857145,95849,305
331,5,4,12,55,207.887,5,99225.42105263156,93720,4,4,12,56,220.605,4,89018.68421052633,86538,4,5,10,42,204.406,4,105432.75,96003,205
332,4,5,10,42,208.387,4,99521.40350877194,93495,0,17,0,21,213.431,10,98880.04,89447,5,4,12,36,202.741,5,105396.30357142855,96791,200
333,8,6,8,39,206.705,8,99784.2105263158,94256,7,6,8,49,216.83,7,90088.73684210527,88045,6,14,0,50,203.33,6,107716.10909090909,96511,43
334,18,7,6,39,205.933,18,99929.47368421053,94609,10,7,6,56,216.115,11,90492.48214285713,88336,8,9,2,55,203.288,8,106910.72727272726,96531,100
335,9,8,4,33,205.198,9,100144.54385964911,94948,6,20,0,12,211.689,6,91334.07692307694,90183,19,11,0,50,201.162,17,107259.94545454544,97551,28
336,7,9,2,40,204.286,7,100237.9298245614,95372,11,11,0,55,215.749,12,91448.66071428572,88486,7,12,0,36,200.21,7,107566.36363636363,98015,43
337,14,10,1,39,204.7,14,100510.26315789473,95179,13,10,1,55,215.776,14,91430.625,88475,17,10,1,55,202.23,20,107030.32727272727,97036,87
338,13,11,0,43,201.301,13,100800.03571428572,96786,,,,,,,,,,,,,,,,,
339,11,12,0,45,205.118,11,100810.41071428572,94985,9,9,2,51,220.165,9,90758.67857142855,86711,9,17,0,18,196.059,9,122014.44444444445,100090,5
340,10,13,0,43,203.901,10,100939.92857142855,95552,19,19,0,6,207.069,20,96512.2,92195,20,13,0,47,199.871,18,107603.61818181818,98181,8
341,15,14,0,47,203.809,15,101404.44444444444,95595,12,14,0,48,211.938,13,91728.38,90077,13,16,0,31,197.23,13,111278.27272727274,99496,17
342,19,15,0,35,204.9,19,101414.46,95086,14,18,0,18,207.391,15,94355.71428571428,92052,14,15,0,50,196.763,14,108233.74545454542,99732,0
343,16,16,0,8,198.755,16,99045,98026,8,8,4,53,217.74,8,90515.58928571428,87677,11,7,6,30,201.478,11,105875.91071428572,97398,54
344,12,17,0,10,202.311,12,100738.91666666669,96303,20,16,0,38,213.569,19,92860.525,89389,10,20,0,,,10,,,40
345,6,18,0,4,201.52,6,97499.09090909091,96681,5,5,10,43,219.525,5,89131.56140350876,86964,16,3,15,31,202.886,19,105381.25,96722,168
346,20,19,0,6,197.362,20,100029.625,98718,17,15,0,46,218.011,17,93984.71739130435,87568,12,8,4,35,201.209,12,106651.70909090908,97528,19
347,17,20,0,,,17,,,18,13,0,53,213.448,18,92705.58181818182,89440,15,18,0,15,193.412,16,126416.47058823527,101460,13
